Gene stable ID	Gene name	Human gene stable ID	Human gene name	Human Whole-genome alignment coverage	Human orthology confidence [0 low, 1 high]
ENSMMUG00000005210	RPS6KC1	ENSG00000136643	RPS6KC1	100.00	1
ENSMMUG00000056808					
ENSMMUG00000056341	TSSK3	ENSG00000162526	TSSK3	100.00	1
ENSMMUG00000013596	CR1	ENSG00000203710	CR1	99.99	1
ENSMMUG00000014876	NEPRO	ENSG00000163608	NEPRO	100.00	1
ENSMMUG00000050804		ENSG00000166136	NDUFB8	0.00	0
ENSMMUG00000053498					
ENSMMUG00000013987	SLC7A14	ENSG00000013293	SLC7A14	100.00	1
ENSMMUG00000035346	U6				
ENSMMUG00000000352	FAM229A	ENSG00000225828	FAM229A	100.00	1
ENSMMUG00000052516	U6	ENSG00000200360	RNU6-792P	100.00	1
ENSMMUG00000058456	CRCT1	ENSG00000169509	CRCT1	100.00	1
ENSMMUG00000005158	RBSN	ENSG00000131381	RBSN	100.00	1
ENSMMUG00000001967	LCE5A	ENSG00000186207	LCE5A	100.00	1
ENSMMUG00000053723		ENSG00000197769	MAP1LC3C	100.00	1
ENSMMUG00000003579	C1H1orf162	ENSG00000143110	C1orf162	100.00	1
ENSMMUG00000017101	CTPS1	ENSG00000171793	CTPS1	100.00	1
ENSMMUG00000053323					
ENSMMUG00000015081	SHCBP1L	ENSG00000157060	SHCBP1L	100.00	1
ENSMMUG00000059352					
ENSMMUG00000061598					
ENSMMUG00000060345	BECN2	ENSG00000196289	BECN2	100.00	1
ENSMMUG00000009951	MARCKSL1	ENSG00000175130	MARCKSL1	100.00	1
ENSMMUG00000050772					
ENSMMUG00000061527					
ENSMMUG00000009040	CRNN	ENSG00000143536	CRNN	100.00	1
ENSMMUG00000040888	CR1L	ENSG00000197721	CR1L	100.00	1
ENSMMUG00000052779	Metazoa_SRP				
ENSMMUG00000056511					
ENSMMUG00000051943					
ENSMMUG00000065322	ATP5PB	ENSG00000116459	ATP5PB	100.00	1
ENSMMUG00000045421	TMED5	ENSG00000117500	TMED5	100.00	1
ENSMMUG00000060445					
ENSMMUG00000023145	RUSC1	ENSG00000160753	RUSC1	100.00	1
ENSMMUG00000057590	Y_RNA				
ENSMMUG00000009948	HDAC1				
ENSMMUG00000059472	FLG2	ENSG00000143520	FLG2	100.00	1
ENSMMUG00000059665		ENSG00000100439	ABHD4	0.00	0
ENSMMUG00000044187					
ENSMMUG00000008761	EXO1	ENSG00000174371	EXO1	100.00	1
ENSMMUG00000022881	RPL22L1	ENSG00000163584	RPL22L1	100.00	1
ENSMMUG00000061947					
ENSMMUG00000009425					
ENSMMUG00000053610	Metazoa_SRP				
ENSMMUG00000015084	LAMC1	ENSG00000135862	LAMC1	100.00	1
ENSMMUG00000063539	U4	ENSG00000201609	RNU4-28P	100.00	1
ENSMMUG00000058486	C1QB	ENSG00000173369	C1QB	100.00	1
ENSMMUG00000053934	Metazoa_SRP				
ENSMMUG00000064774					
ENSMMUG00000022880	EIF5A2	ENSG00000163577	EIF5A2	100.00	1
ENSMMUG00000055760					
ENSMMUG00000046670	TRH	ENSG00000170893	TRH	100.00	1
ENSMMUG00000025175	U1	ENSG00000199488	RNU1-70P	100.00	1
ENSMMUG00000063807					
ENSMMUG00000021386	APH1A	ENSG00000117362	APH1A	100.00	1
ENSMMUG00000020756	C1QC	ENSG00000159189	C1QC	100.00	1
ENSMMUG00000016808	MTF2	ENSG00000143033	MTF2	100.00	1
ENSMMUG00000062669					
ENSMMUG00000056158					
ENSMMUG00000040694	LCK	ENSG00000182866	LCK	100.00	1
ENSMMUG00000043675	CITED4	ENSG00000179862	CITED4	100.00	1
ENSMMUG00000014385	SLC2A2	ENSG00000163581	SLC2A2	100.00	1
ENSMMUG00000006894	CAPZB	ENSG00000077549	CAPZB	100.00	1
ENSMMUG00000013561	ACP6	ENSG00000162836	ACP6	100.00	1
ENSMMUG00000008763	WDR64	ENSG00000162843	WDR64	100.00	1
ENSMMUG00000063725					
ENSMMUG00000007129	CD46	ENSG00000117335	CD46	100.00	1
ENSMMUG00000019536	KCNQ4	ENSG00000117013	KCNQ4	100.00	1
ENSMMUG00000003309	OVGP1	ENSG00000085465	OVGP1	100.00	1
ENSMMUG00000001847	CNTN4	ENSG00000144619	CNTN4	100.00	1
ENSMMUG00000043775	mml-mir-6127				
ENSMMUG00000016793	TMCC1	ENSG00000172765	TMCC1	100.00	1
ENSMMUG00000016786	BCL9	ENSG00000116128	BCL9	100.00	1
ENSMMUG00000062596					
ENSMMUG00000053652					
ENSMMUG00000058256					
ENSMMUG00000005736	PCSK9	ENSG00000169174	PCSK9	100.00	1
ENSMMUG00000039340	Metazoa_SRP	ENSG00000264582	RN7SL326P	100.00	1
ENSMMUG00000055285	Metazoa_SRP				
ENSMMUG00000037376	U6	ENSG00000283509	U6	100.00	1
ENSMMUG00000055815	Y_RNA	ENSG00000202412	RNY3P13	100.00	1
ENSMMUG00000065199	Y_RNA	ENSG00000207209	Y_RNA	100.00	1
ENSMMUG00000020754	EPHA8	ENSG00000070886	EPHA8	100.00	1
ENSMMUG00000054107					
ENSMMUG00000001479	LAMC2	ENSG00000058085	LAMC2	100.00	1
ENSMMUG00000019793	ZMYM4	ENSG00000146463	ZMYM4	100.00	1
ENSMMUG00000017351	STAB1	ENSG00000010327	STAB1	100.00	1
ENSMMUG00000052469	Y_RNA	ENSG00000251837	Y_RNA	100.00	1
ENSMMUG00000000476	FMO5	ENSG00000131781	FMO5	100.00	1
ENSMMUG00000023200	FHL3	ENSG00000183386	FHL3	100.00	1
ENSMMUG00000051332					
ENSMMUG00000036946	U6	ENSG00000252752	RNU6-210P	100.00	1
ENSMMUG00000001849	IL5RA	ENSG00000091181	IL5RA	100.00	1
ENSMMUG00000006892	SLC66A1	ENSG00000040487	SLC66A1	100.00	1
ENSMMUG00000023151	KIF15	ENSG00000163808	KIF15	100.00	1
ENSMMUG00000014970	NFYC	ENSG00000066136	NFYC	100.00	1
ENSMMUG00000061825	U6	ENSG00000212541	RNU6-510P	100.00	1
ENSMMUG00000005669	OPN3	ENSG00000054277	OPN3	100.00	1
ENSMMUG00000040115					
ENSMMUG00000043124	FAM167B	ENSG00000183615	FAM167B	100.00	1
ENSMMUG00000048228	U6	ENSG00000200571	RNU6-1284P	100.00	1
ENSMMUG00000025492	Y_RNA				
ENSMMUG00000045495	Metazoa_SRP	ENSG00000239710	RN7SL692P	100.00	1
ENSMMUG00000037178	U6	ENSG00000252121	RNU6-970P	100.00	1
ENSMMUG00000017983	TRNT1	ENSG00000072756	TRNT1	100.00	1
ENSMMUG00000061615					
ENSMMUG00000006119	EIF3I	ENSG00000084623	EIF3I	100.00	1
ENSMMUG00000060809	Metazoa_SRP				
ENSMMUG00000012737	PLXND1	ENSG00000004399	PLXND1	100.00	1
ENSMMUG00000005668	KMO	ENSG00000117009	KMO	100.00	1
ENSMMUG00000025420	Y_RNA				
ENSMMUG00000051071	Metazoa_SRP				
ENSMMUG00000051142	LDLRAP1	ENSG00000157978	LDLRAP1	100.00	1
ENSMMUG00000019360	SLC35G2	ENSG00000168917	SLC35G2	100.00	1
ENSMMUG00000057445					
ENSMMUG00000018618	ZBTB40	ENSG00000184677	ZBTB40	100.00	1
ENSMMUG00000050205					
ENSMMUG00000008453	TMEM234	ENSG00000160055	TMEM234	100.00	0
ENSMMUG00000005073	DIPK1A	ENSG00000154511	DIPK1A	100.00	1
ENSMMUG00000005735	BSND	ENSG00000162399	BSND	100.00	1
ENSMMUG00000061293					
ENSMMUG00000017696	EIF2A	ENSG00000144895	EIF2A	100.00	1
ENSMMUG00000053581	PIFO	ENSG00000173947	PIFO	100.00	1
ENSMMUG00000026958	MIR29C	ENSG00000284214	MIR29C	100.00	1
ENSMMUG00000023199	SF3A3	ENSG00000183431	SF3A3	100.00	1
ENSMMUG00000017986	CRBN	ENSG00000113851	CRBN	100.00	1
ENSMMUG00000026847	mml-mir-29b-2	ENSG00000284203	MIR29B2	100.00	1
ENSMMUG00000011914	PROX1	ENSG00000117707	PROX1	100.00	1
ENSMMUG00000051009					
ENSMMUG00000057466					
ENSMMUG00000008552	TMEM61	ENSG00000143001	TMEM61	100.00	1
ENSMMUG00000009024	CHD1L	ENSG00000131778	CHD1L	100.00	1
ENSMMUG00000025705		ENSG00000207022		100.00	1
ENSMMUG00000008857	CHIA	ENSG00000134216	CHIA	100.00	1
ENSMMUG00000005667	FH	ENSG00000091483	FH	100.00	1
ENSMMUG00000006697	AKR7A2	ENSG00000053371	AKR7A2	100.00	1
ENSMMUG00000061360	Metazoa_SRP	ENSG00000275909	Metazoa_SRP	0.00	0
ENSMMUG00000055871	NCK1	ENSG00000158092	NCK1	100.00	1
ENSMMUG00000005072	RPL5	ENSG00000122406	RPL5	100.00	1
ENSMMUG00000026870	mml-mir-30c-1	ENSG00000207962	MIR30C1	100.00	1
ENSMMUG00000002454					
ENSMMUG00000017718	IQCC	ENSG00000160051	IQCC	100.00	1
ENSMMUG00000001481	NMNAT2	ENSG00000157064	NMNAT2	100.00	1
ENSMMUG00000054974					
ENSMMUG00000015133	CD34	ENSG00000174059	CD34	100.00	1
ENSMMUG00000032681	mml-mir-30e	ENSG00000198974	MIR30E	100.00	1
ENSMMUG00000026648	SNORA66	ENSG00000207523	SNORA66	100.00	1
ENSMMUG00000021577	DHCR24	ENSG00000116133	DHCR24	100.00	1
ENSMMUG00000028449	SNORD21	ENSG00000206680	SNORD21	100.00	1
ENSMMUG00000057010					
ENSMMUG00000049516	U6				
ENSMMUG00000018014	MACO1	ENSG00000204178	MACO1	100.00	1
ENSMMUG00000015631	SMYD2	ENSG00000143499	SMYD2	100.00	1
ENSMMUG00000052190	Metazoa_SRP				
ENSMMUG00000007390	IL20RB	ENSG00000174564	IL20RB	100.00	1
ENSMMUG00000039139	RIMS3	ENSG00000117016	RIMS3	100.00	1
ENSMMUG00000049373	LRRN1	ENSG00000175928	LRRN1	100.00	1
ENSMMUG00000043487	Metazoa_SRP	ENSG00000239437	RN7SL752P	100.00	1
ENSMMUG00000059767	C2H3orf70	ENSG00000187068	C3orf70	100.00	1
ENSMMUG00000054776					
ENSMMUG00000046184		ENSG00000107949	BCCIP	0.00	0
ENSMMUG00000063245					
ENSMMUG00000002455	CHI3L2	ENSG00000064886	CHI3L2	100.00	1
ENSMMUG00000021575	LEXM	ENSG00000162398	LEXM	100.00	1
ENSMMUG00000033170					
ENSMMUG00000012736	H1-8	ENSG00000178804	H1-8	100.00	1
ENSMMUG00000012221	PRKAB2	ENSG00000131791	PRKAB2	100.00	1
ENSMMUG00000060685					
ENSMMUG00000060304					
ENSMMUG00000057015	Metazoa_SRP				
ENSMMUG00000053064					
ENSMMUG00000061582	Metazoa_SRP				
ENSMMUG00000050658					
ENSMMUG00000056473					
ENSMMUG00000015632	PTPN14	ENSG00000152104	PTPN14	100.00	1
ENSMMUG00000012477	PTPRF	ENSG00000142949	PTPRF	100.00	1
ENSMMUG00000055315	RHO	ENSG00000163914	RHO	100.00	1
ENSMMUG00000053997	EHHADH	ENSG00000113790	EHHADH	100.00	1
ENSMMUG00000058111	U6	ENSG00000200403	RNU6-1099P	100.00	1
ENSMMUG00000059358					
ENSMMUG00000050315					
ENSMMUG00000003650	TMEM42				
ENSMMUG00000010729	RGS7	ENSG00000182901	RGS7	100.00	1
ENSMMUG00000028051	U1	ENSG00000206791	RNU1-129P	0.00	0
ENSMMUG00000028051	U1	ENSG00000270384	RNU1-154P	100.00	1
ENSMMUG00000061414	WNT4	ENSG00000162552	WNT4	100.00	1
ENSMMUG00000017828	SETMAR	ENSG00000170364	SETMAR	100.00	1
ENSMMUG00000040207	DCDC2B	ENSG00000222046	DCDC2B	100.00	1
ENSMMUG00000006891	AKR7A3	ENSG00000162482	AKR7A3	100.00	1
ENSMMUG00000054758					
ENSMMUG00000056255					
ENSMMUG00000005070	EVI5	ENSG00000067208	EVI5	100.00	1
ENSMMUG00000049415					
ENSMMUG00000050602					
ENSMMUG00000057342	U1	ENSG00000201558	RNVU1-6	0.00	0
ENSMMUG00000023277	INPP5B	ENSG00000204084	INPP5B	100.00	1
ENSMMUG00000011156	RHCE	ENSG00000188672	RHCE	100.00	1
ENSMMUG00000011156	RHCE	ENSG00000187010	RHD	100.00	1
ENSMMUG00000062290					
ENSMMUG00000049315	U1				
ENSMMUG00000004563	PLXNA2	ENSG00000076356	PLXNA2	100.00	1
ENSMMUG00000009234	ZNF684	ENSG00000117010	ZNF684	100.00	1
ENSMMUG00000064473	MRTO4	ENSG00000053372	MRTO4	100.00	1
ENSMMUG00000058890	TGM4	ENSG00000163810	TGM4	100.00	1
ENSMMUG00000062098	Metazoa_SRP				
ENSMMUG00000015066	CCDC28B	ENSG00000160050	CCDC28B	100.00	1
ENSMMUG00000061860					
ENSMMUG00000057122					
ENSMMUG00000023144	FDPS	ENSG00000160752	FDPS	100.00	1
ENSMMUG00000022262	TNIK	ENSG00000154310	TNIK	100.00	1
ENSMMUG00000015634	CENPF	ENSG00000117724	CENPF	100.00	1
ENSMMUG00000050628	Metazoa_SRP	ENSG00000263955	RN7SL850P	0.00	0
ENSMMUG00000020398	EXO5	ENSG00000164002	EXO5	100.00	1
ENSMMUG00000049470	DENND2D	ENSG00000162777	DENND2D	100.00	1
ENSMMUG00000054679	Metazoa_SRP				
ENSMMUG00000004734	SUMF1	ENSG00000144455	SUMF1	100.00	1
ENSMMUG00000009636	CLDN18	ENSG00000066405	CLDN18	100.00	1
ENSMMUG00000033058					
ENSMMUG00000022009	CDC42	ENSG00000070831	CDC42	100.00	1
ENSMMUG00000056871	5S_rRNA				
ENSMMUG00000023814	MAP3K13	ENSG00000073803	MAP3K13	100.00	1
ENSMMUG00000005836	ZFP69B	ENSG00000187801	ZFP69B	100.00	1
ENSMMUG00000007886	CASR	ENSG00000036828	CASR	100.00	1
ENSMMUG00000064824	GREM2	ENSG00000180875	GREM2	100.00	1
ENSMMUG00000032217	TMEM50A	ENSG00000183726	TMEM50A	100.00	1
ENSMMUG00000015580	TXLNA	ENSG00000084652	TXLNA	100.00	1
ENSMMUG00000021574	TTC22	ENSG00000006555	TTC22	100.00	1
ENSMMUG00000054372					
ENSMMUG00000031497					
ENSMMUG00000035358	U6	ENSG00000222282	RNU6-584P	100.00	1
ENSMMUG00000031435		ENSG00000175063	UBE2C	0.00	0
ENSMMUG00000043005	Metazoa_SRP	ENSG00000240374	RN7SL503P	100.00	1
ENSMMUG00000023275	MTF1	ENSG00000188786	MTF1	100.00	1
ENSMMUG00000049853	Metazoa_SRP				
ENSMMUG00000051230					
ENSMMUG00000065039					
ENSMMUG00000057845					
ENSMMUG00000062651					
ENSMMUG00000006688	EMC1	ENSG00000127463	EMC1	100.00	1
ENSMMUG00000051883					
ENSMMUG00000057560					
ENSMMUG00000019740	ZDHHC3	ENSG00000163812	ZDHHC3	100.00	0
ENSMMUG00000013269	DZIP1L	ENSG00000158163	DZIP1L	100.00	1
ENSMMUG00000062883	Metazoa_SRP				
ENSMMUG00000043951	Metazoa_SRP				
ENSMMUG00000052612					
ENSMMUG00000065223					
ENSMMUG00000059650	FMN2	ENSG00000155816	FMN2	100.00	1
ENSMMUG00000054334					
ENSMMUG00000032084	PARS2	ENSG00000162396	PARS2	100.00	1
ENSMMUG00000060798					
ENSMMUG00000005371	C1H1orf122	ENSG00000197982	C1orf122	100.00	1
ENSMMUG00000013839	SMAP2	ENSG00000084070	SMAP2	100.00	1
ENSMMUG00000041183					
ENSMMUG00000003887	CELA3B	ENSG00000142789	CELA3A	100.00	1
ENSMMUG00000019154	SFPQ	ENSG00000116560	SFPQ	100.00	1
ENSMMUG00000018458	SMG7	ENSG00000116698	SMG7	100.00	1
ENSMMUG00000005372	YRDC	ENSG00000196449	YRDC	100.00	1
ENSMMUG00000002970	RSRP1	ENSG00000117616	RSRP1	100.00	1
ENSMMUG00000016931	KCNK2	ENSG00000082482	KCNK2	100.00	1
ENSMMUG00000026504	U6	ENSG00000201273	RNU6-776P	100.00	1
ENSMMUG00000026504	U6	ENSG00000201919	RNU6-1022P	100.00	1
ENSMMUG00000052967					
ENSMMUG00000046192	Metazoa_SRP	ENSG00000273610	RN7SL386P	89.53	1
ENSMMUG00000046192	Metazoa_SRP	ENSG00000278124	RN7SL186P	100.00	1
ENSMMUG00000024249	U4	ENSG00000201317	RNU4-59P	100.00	1
ENSMMUG00000022040	MANEAL	ENSG00000185090	MANEAL	100.00	1
ENSMMUG00000005185	RGS4	ENSG00000117152	RGS4	100.00	1
ENSMMUG00000002968	SYF2	ENSG00000117614	SYF2	100.00	1
ENSMMUG00000021385	CA14	ENSG00000118298	CA14	100.00	1
ENSMMUG00000058838	Metazoa_SRP				
ENSMMUG00000025159	U5	ENSG00000252521	RNU5D-2P	0.00	0
ENSMMUG00000064202					
ENSMMUG00000001869	SNAP47	ENSG00000143740	SNAP47	100.00	1
ENSMMUG00000055525					
ENSMMUG00000006754	TTC4	ENSG00000243725	TTC4	100.00	1
ENSMMUG00000008455	KPNA6	ENSG00000025800	KPNA6	100.00	1
ENSMMUG00000064748	Metazoa_SRP				
ENSMMUG00000051390					
ENSMMUG00000065207					
ENSMMUG00000024513	Y_RNA	ENSG00000200121	Y_RNA	0.00	0
ENSMMUG00000053800					
ENSMMUG00000002461	CEPT1	ENSG00000134255	CEPT1	100.00	1
ENSMMUG00000064868	U1	ENSG00000275538	RNVU1-19	0.00	0
ENSMMUG00000064868	U1	ENSG00000207501	RNVU1-14	0.00	0
ENSMMUG00000026923	mml-mir-205	ENSG00000284485	MIR205	100.00	1
ENSMMUG00000029649					
ENSMMUG00000012727	IFT122	ENSG00000163913	IFT122	100.00	1
ENSMMUG00000062716					
ENSMMUG00000058564	Metazoa_SRP				
ENSMMUG00000060855	Metazoa_SRP				
ENSMMUG00000022639	KCTD3	ENSG00000136636	KCTD3	100.00	1
ENSMMUG00000064377	U1	ENSG00000206652	RNU1-1	0.00	0
ENSMMUG00000064377	U1	ENSG00000207389	RNU1-4	0.00	0
ENSMMUG00000022038	EPHA10	ENSG00000183317	EPHA10	100.00	1
ENSMMUG00000055536	Metazoa_SRP				
ENSMMUG00000018664	COL9A2	ENSG00000049089	COL9A2	100.00	1
ENSMMUG00000058153	Metazoa_SRP				
ENSMMUG00000026240	Y_RNA	ENSG00000202041	Y_RNA	100.00	1
ENSMMUG00000021284	DBR1	ENSG00000138231	DBR1	100.00	1
ENSMMUG00000005068	GFI1	ENSG00000162676	GFI1	100.00	1
ENSMMUG00000042756	Metazoa_SRP	ENSG00000241156	RN7SL582P	100.00	1
ENSMMUG00000000220	MRPL3	ENSG00000114686	MRPL3	100.00	1
ENSMMUG00000061518	Metazoa_SRP				
ENSMMUG00000053969	JMJD4	ENSG00000081692	JMJD4	100.00	1
ENSMMUG00000046626	TMEM41A	ENSG00000163898	LIPH	100.00	1
ENSMMUG00000019130	EXOSC7	ENSG00000075914	EXOSC7	100.00	1
ENSMMUG00000055847					
ENSMMUG00000021442	CHRM3	ENSG00000133019	CHRM3	100.00	1
ENSMMUG00000007338	TXNIP	ENSG00000265972	TXNIP	100.00	1
ENSMMUG00000003369	CAMK1G	ENSG00000008118	CAMK1G	100.00	1
ENSMMUG00000024125	SNORA58	ENSG00000249020	SNORA58	100.00	1
ENSMMUG00000060243					
ENSMMUG00000016479	ZMYM1	ENSG00000197056	ZMYM1	100.00	1
ENSMMUG00000060353	PRSS38	ENSG00000185888	PRSS38	100.00	1
ENSMMUG00000060259	Metazoa_SRP				
ENSMMUG00000061459	Metazoa_SRP				
ENSMMUG00000057953					
ENSMMUG00000053968					
ENSMMUG00000009114	MROH7	ENSG00000184313	MROH7	100.00	1
ENSMMUG00000050186	Metazoa_SRP				
ENSMMUG00000014340	CDCA8	ENSG00000134690	CDCA8	100.00	1
ENSMMUG00000023089	PHGDH	ENSG00000092621	PHGDH	100.00	1
ENSMMUG00000051139	CLEC3B	ENSG00000163815	CLEC3B	100.00	1
ENSMMUG00000003277	CPNE4	ENSG00000196353	CPNE4	100.00	1
ENSMMUG00000034447	U2	ENSG00000222222	RNU2-17P	100.00	1
ENSMMUG00000008338	WNT9A	ENSG00000143816	WNT9A	100.00	1
ENSMMUG00000016054	HJV	ENSG00000168509	HJV	100.00	1
ENSMMUG00000002420	RUNX3	ENSG00000020633	RUNX3	100.00	1
ENSMMUG00000017699	SELENOT	ENSG00000198843	SELENOT	100.00	1
ENSMMUG00000050247	Metazoa_SRP				
ENSMMUG00000007806	LYPLAL1	ENSG00000143353	LYPLAL1	100.00	1
ENSMMUG00000058078	Metazoa_SRP				
ENSMMUG00000050045					
ENSMMUG00000013018	SENP2	ENSG00000163904	SENP2	100.00	1
ENSMMUG00000059198					
ENSMMUG00000042929	Metazoa_SRP	ENSG00000242764	RN7SL824P	100.00	1
ENSMMUG00000063277	Metazoa_SRP				
ENSMMUG00000022640	USH2A	ENSG00000042781	USH2A	100.00	1
ENSMMUG00000005186	RGS5	ENSG00000143248	RGS5	100.00	1
ENSMMUG00000054726					
ENSMMUG00000050712	WNT3A	ENSG00000154342	WNT3A	100.00	1
ENSMMUG00000054856					
ENSMMUG00000021531	ANP32E	ENSG00000143401	ANP32E	100.00	1
ENSMMUG00000044826	C1H1orf109	ENSG00000116922	C1orf109	100.00	1
ENSMMUG00000016738	POLR3GL	ENSG00000121851	POLR3GL	100.00	1
ENSMMUG00000005742	CDCP1	ENSG00000163814	CDCP1	100.00	1
ENSMMUG00000015083					
ENSMMUG00000058513					
ENSMMUG00000002416	CLIC4	ENSG00000169504	CLIC4	100.00	1
ENSMMUG00000015650	TMEM39B	ENSG00000121775	TMEM39B	100.00	1
ENSMMUG00000061877					
ENSMMUG00000016925	LAMB3	ENSG00000196878	LAMB3	100.00	1
ENSMMUG00000054712					
ENSMMUG00000017360	NT5DC2	ENSG00000168268	NT5DC2	100.00	1
ENSMMUG00000017509	ERICH6	ENSG00000163645	ERICH6	100.00	1
ENSMMUG00000052432	ARF1	ENSG00000143761	ARF1	100.00	1
ENSMMUG00000029348		ENSG00000100519	PSMC6	16.46	0
ENSMMUG00000056585					
ENSMMUG00000012105	FXR1	ENSG00000114416	FXR1	100.00	1
ENSMMUG00000021449	VPS13D	ENSG00000048707	VPS13D	100.00	1
ENSMMUG00000000812	LRIF1	ENSG00000121931	LRIF1	100.00	1
ENSMMUG00000013679	ACOT11	ENSG00000162390	ACOT11	100.00	1
ENSMMUG00000061399	U6	ENSG00000238482	RNU6-1208P	100.00	1
ENSMMUG00000050533					
ENSMMUG00000060016	ZNF697	ENSG00000143067	ZNF697	100.00	1
ENSMMUG00000001152	NUF2	ENSG00000143228	NUF2	100.00	1
ENSMMUG00000023416	IGF2BP2	ENSG00000073792	IGF2BP2	100.00	1
ENSMMUG00000049264					
ENSMMUG00000010096	RPAP2	ENSG00000122484	RPAP2	100.00	1
ENSMMUG00000008420	RSPO1	ENSG00000169218	RSPO1	100.00	1
ENSMMUG00000005000	ZMYM6	ENSG00000163867	ZMYM6	100.00	1
ENSMMUG00000059542					
ENSMMUG00000061301	SLC30A10	ENSG00000196660	SLC30A10	100.00	1
ENSMMUG00000056972		ENSG00000283873	SSU72L4	0.00	0
ENSMMUG00000056972		ENSG00000284438	SSU72L1	0.00	0
ENSMMUG00000056972		ENSG00000284546	SSU72L3	100.00	1
ENSMMUG00000056972		ENSG00000284306	SSU72L2	0.00	0
ENSMMUG00000056972		ENSG00000230268	SSU72L6	0.00	0
ENSMMUG00000056972		ENSG00000284018	SSU72L5	0.00	0
ENSMMUG00000060894	Metazoa_SRP				
ENSMMUG00000055346	TMEM158	ENSG00000249992	TMEM158	100.00	1
ENSMMUG00000061845					
ENSMMUG00000041790	Metazoa_SRP				
ENSMMUG00000047901	Metazoa_SRP	ENSG00000266187	RN7SL480P	100.00	1
ENSMMUG00000052395					
ENSMMUG00000063954					
ENSMMUG00000024064	U3	ENSG00000202268	U3	100.00	1
ENSMMUG00000047765	HSD3B1	ENSG00000203857	HSD3B1	100.00	1
ENSMMUG00000016004	ACP3	ENSG00000014257	ACP3	100.00	1
ENSMMUG00000054842	U3	ENSG00000221673	U3	100.00	1
ENSMMUG00000050505	UQCC5	ENSG00000168273	UQCC5	100.00	1
ENSMMUG00000002791	C1H1orf35				
ENSMMUG00000005992	ZMPSTE24	ENSG00000084073	ZMPSTE24	100.00	1
ENSMMUG00000053896					
ENSMMUG00000059287					
ENSMMUG00000002105	ZP4	ENSG00000116996	ZP4	100.00	1
ENSMMUG00000021285	ARMC8	ENSG00000114098	ARMC8	100.00	1
ENSMMUG00000060370					
ENSMMUG00000044974		ENSG00000176871	WSB2	0.00	0
ENSMMUG00000059514					
ENSMMUG00000023438	KHDRBS1	ENSG00000121774	KHDRBS1	100.00	1
ENSMMUG00000033018	SNORD116	ENSG00000202498	SNORD116	100.00	1
ENSMMUG00000063676	Metazoa_SRP				
ENSMMUG00000016568	HSD3B2	ENSG00000203859	HSD3B2	100.00	1
ENSMMUG00000015590	SIAH2	ENSG00000181788	SIAH2	100.00	1
ENSMMUG00000056375					
ENSMMUG00000001185	TRA2B	ENSG00000136527	TRA2B	100.00	1
ENSMMUG00000013681	PLEKHO1	ENSG00000023902	PLEKHO1	100.00	1
ENSMMUG00000061702					
ENSMMUG00000063455					
ENSMMUG00000052547	Metazoa_SRP				
ENSMMUG00000056247					
ENSMMUG00000008419	GNL2	ENSG00000134697	GNL2	100.00	1
ENSMMUG00000040654	ANKRD34A	ENSG00000272031	ANKRD34A	100.00	1
ENSMMUG00000013680	FAM151A	ENSG00000162391	FAM151A	100.00	1
ENSMMUG00000017361	PBRM1	ENSG00000163939	PBRM1	100.00	1
ENSMMUG00000061410					
ENSMMUG00000026478	U5	ENSG00000199849	RNU5F-6P	100.00	1
ENSMMUG00000006645	SRRM1	ENSG00000133226	SRRM1	100.00	1
ENSMMUG00000052510	TMCO2	ENSG00000188800	TMCO2	100.00	1
ENSMMUG00000018460	NCF2	ENSG00000116701	NCF2	100.00	1
ENSMMUG00000062154					
ENSMMUG00000051599					
ENSMMUG00000016053	LIX1L	ENSG00000271601	LIX1L	100.00	1
ENSMMUG00000018020	LARS2	ENSG00000011376	LARS2	100.00	1
ENSMMUG00000016567	HAO2	ENSG00000116882	HAO2	100.00	1
ENSMMUG00000031260					
ENSMMUG00000048232	MINDY4B	ENSG00000214237	MINDY4B	100.00	1
ENSMMUG00000041182					
ENSMMUG00000042531	TMEM35B	ENSG00000243749	TMEM35B	100.00	1
ENSMMUG00000032180	RLF	ENSG00000117000	RLF	100.00	1
ENSMMUG00000010095	GLMN	ENSG00000174842	GLMN	100.00	1
ENSMMUG00000016051	RBM8A	ENSG00000265241	RBM8A	100.00	1
ENSMMUG00000023085	GUK1	ENSG00000143774	GUK1	100.00	1
ENSMMUG00000014167	ESRRG	ENSG00000196482	ESRRG	100.00	1
ENSMMUG00000058879	Metazoa_SRP				
ENSMMUG00000024679	Y_RNA				
ENSMMUG00000013673	VPS45	ENSG00000136631	VPS45	100.00	1
ENSMMUG00000027950	U6				
ENSMMUG00000021451	CLRN1	ENSG00000163646	CLRN1	100.00	1
ENSMMUG00000013610	ETV5	ENSG00000244405	ETV5	100.00	1
ENSMMUG00000063534	Metazoa_SRP				
ENSMMUG00000053181	Metazoa_SRP				
ENSMMUG00000036119	U1	ENSG00000194297	RNU1-75P	100.00	1
ENSMMUG00000016049	GNRHR2				
ENSMMUG00000062323					
ENSMMUG00000049347					
ENSMMUG00000001060	RYR2	ENSG00000198626	RYR2	100.00	1
ENSMMUG00000004998	DLGAP3	ENSG00000116544	DLGAP3	100.00	1
ENSMMUG00000035928	U6	ENSG00000252768	RNU6-856P	100.00	1
ENSMMUG00000040271					
ENSMMUG00000061128		ENSG00000162704	ARPC5	100.00	0
